Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Biopolymer Engineered Application Unit,Electronics,Biopolymer,130.92,260.44,85,3.98,52.55,13022
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,518.56,562.79,67,1.78,70.51,28139.5
Recycled Plastic Diagnostic Cartridge,Healthcare,Recycled Plastic,592.08,198.49,27,1.08,73.7,9924.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,313.5,370.25,63,0.58,65.24,18512.5
Recycled Fiber Eco Cutlery Set,Food Packaging,Recycled Fiber,843.56,756.13,3,0.37,68.76,37806.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,684.53,855.44,1,0.98,11.11,42772
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,497.03,622.52,95,2.55,99.39,31126
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,613.74,879.25,38,4.77,51.19,43962.5
Recycled Plastic Disposable Serving Bowl,Food Packaging,Recycled Plastic,126.68,396.52,75,3.84,60.69,19826
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,31.85,147.39,34,4.69,46.3,7369.5
Composite Engineered Application Unit,Textiles,Composite,184.62,155.64,83,1.74,16.01,7782
Plant-Based Barrier Cream Tube,Cosmetics,Plant-Based,8.56,289.14,21,3.64,75.21,14457
Recycled Fiber Thermal Insulation Insert,Home Appliances,Recycled Fiber,651.19,295.14,13,1.76,83.42,14757
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,50.55,42.53,39,3.34,19.17,2126.5
Composite Engineered Application Unit,Toys,Composite,350.57,316.26,95,0.59,80.21,15813
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,49.43,908.39,35,0.3,13.92,45419.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,462.38,985.25,77,3.04,31.56,49262.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,267.85,533.84,62,3.47,78.98,26692
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,23.45,943.96,31,3.2,32.67,47198
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,170.73,279.44,54,1.22,57.87,13972
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,79.99,426.56,69,2.49,65.48,21328
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,489.71,663.92,99,2.98,20.55,33196
Biopolymer Internal Support Chassis,Home Appliances,Biopolymer,549.12,675.61,63,0.31,68.48,33780.5
Recycled Plastic Barrier Cream Tube,Cosmetics,Recycled Plastic,237,959.14,40,2.69,73.55,47957
Recycled Fiber Load-Bearing Partition Board,Construction,Recycled Fiber,783.23,160.68,20,3.41,2.84,8034
Recycled Plastic High-Gloss Skincare Tube,Cosmetics,Recycled Plastic,70.86,723.57,24,4.24,53.4,36178.5
Composite Engineered Application Unit,Automotive,Composite,484.86,564.77,20,1.31,25.82,28238.5
Agro-Waste Fiber Printed Ointment Tube,Cosmetics,Agro-Waste Fiber,871.09,887.97,91,4.14,16.17,44398.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,177.96,185.29,63,4.29,57.88,9264.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,233.8,849.41,11,2.22,40.13,42470.5
Composite Engineered Application Unit,Furniture,Composite,232.99,990.89,86,4.91,1.55,49544.5
Bioplastic Thermal Insulation Slab,Construction,Bioplastic,394.67,571.64,48,4.31,37.71,28582
Plant-Based Engineered Application Unit,Automotive,Plant-Based,297.19,350.26,39,2.86,53.68,17513
Bio-Composite Specimen Collection Container,Healthcare,Bio-Composite,316.28,828.58,17,4.69,93.44,41429
Bio-Composite Internal Support Chassis,Home Appliances,Bio-Composite,791.47,662.02,21,4.67,21.83,33101
Recycled Metal Barrier Cream Tube,Cosmetics,Recycled Metal,592.14,305.02,74,2.76,14.11,15251
Bioplastic Engineered Application Unit,Textiles,Bioplastic,243.58,323.72,95,4.67,52.9,16186
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,249.35,935.43,3,5,78.52,46771.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,109.52,680.42,52,4.34,95.95,34021
Natural Fiber Fresh Produce Crate,Food Packaging,Natural Fiber,510.73,683.86,29,1.36,37.9,34193
Natural Fiber Dual-Layer Cosmetic Tube,Cosmetics,Natural Fiber,715.95,690.81,9,0.55,70.69,34540.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,74.92,5.16,73,3.12,67.62,258
Recycled Fiber Food Storage Container,Food Packaging,Recycled Fiber,395.07,50.84,73,4.43,86.43,2542
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,223.47,838.79,5,2.38,63.51,41939.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,144.85,893.62,50,0.21,62.85,44681
Bioplastic Engineered Application Unit,Textiles,Bioplastic,417.4,703.13,91,4.7,99.83,35156.5
Bioplastic Modular Decking Board,Construction,Bioplastic,495.11,563.7,86,2.99,28.4,28185
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,761.55,981.33,1,0.19,78.98,49066.5
Bioplastic Laminated Lotion Tube,Cosmetics,Bioplastic,172.39,356.38,74,2.18,46.45,17819
Biopolymer Takeaway Clamshell Box,Food Packaging,Biopolymer,396.3,526.07,8,1.08,31.82,26303.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,436.59,838.65,73,1.95,32.93,41932.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,9.06,955.43,41,1.51,12.93,47771.5
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,442,932.51,42,2.69,36.62,46625.5
Plant-Based Appliance Housing Panel,Home Appliances,Plant-Based,867.47,794.72,6,4.64,21.12,39736
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,77.25,543.89,100,3.61,53.41,27194.5
Bioplastic IV Fluid Connector,Healthcare,Bioplastic,443.97,969.7,96,2.22,60.94,48485
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,107.56,632.43,56,4.96,13.3,31621.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,644.05,979.19,33,0.62,40.81,48959.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,607.01,576.51,41,0.2,51.97,28825.5
Recycled Metal Structural Wall Panel,Construction,Recycled Metal,230.96,135.59,8,4.96,39,6779.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,712.15,249.88,29,1.34,18.22,12494
Natural Fiber IV Fluid Connector,Healthcare,Natural Fiber,220.13,236.13,29,2.07,62.92,11806.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,174.26,75.19,56,2.69,26.55,3759.5
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,635.12,140.9,26,2.57,29.39,7045
Biopolymer Medical Dose Dispenser,Healthcare,Biopolymer,49.08,506.19,33,2.52,32.72,25309.5
Bio-Composite Sterile Injection Syringe,Healthcare,Bio-Composite,456.78,349.92,41,2.87,85.46,17496
Recycled Fiber Laminated Lotion Tube,Cosmetics,Recycled Fiber,133.01,360.52,44,2.89,49.65,18026
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,727.01,55.17,45,1.21,74.54,2758.5
Bio-Composite Diagnostic Cartridge,Healthcare,Bio-Composite,106.17,923.65,20,0.69,72.12,46182.5
Recycled Fiber Printed Ointment Tube,Cosmetics,Recycled Fiber,375.45,682.67,43,0.9,51.46,34133.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,250.23,562.63,30,0.5,51.58,28131.5
Natural Fiber Structural Wall Panel,Construction,Natural Fiber,556.25,298.89,76,1.26,11.15,14944.5
Bioplastic Laminated Lotion Tube,Cosmetics,Bioplastic,109.14,605.75,30,1.94,19.25,30287.5
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,28.6,568.77,86,0.79,60.17,28438.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,856.82,978.4,97,1.51,43.72,48920
Plant-Based Engineered Application Unit,Automotive,Plant-Based,324.58,775,2,3.14,85.07,38750
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,209.53,482.25,79,1.53,76.64,24112.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,369.18,887.59,6,2.43,53.27,44379.5
Recycled Metal Load-Bearing Partition Board,Construction,Recycled Metal,197.48,516.57,37,3,95.27,25828.5
Agro-Waste Fiber IV Fluid Connector,Healthcare,Agro-Waste Fiber,73.47,753.7,99,2,89.87,37685
Composite Disposable Serving Bowl,Food Packaging,Composite,37.6,47.98,84,3.97,14,2399
Biopolymer Engineered Application Unit,Automotive,Biopolymer,241.72,298.79,100,4.03,34.01,14939.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,601.56,509.71,68,3.92,67.64,25485.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,105.33,811.32,10,3.72,71.58,40566
Natural Fiber Surgical Instrument Tray,Healthcare,Natural Fiber,620.77,280.31,88,3.23,77.64,14015.5
Biopolymer Motor Support Frame,Home Appliances,Biopolymer,216.23,431.77,5,1.44,15.31,21588.5
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,569.15,760.96,25,0.96,1.21,38048
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,479.04,544.58,27,3.05,75.01,27229
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,815.86,440.74,28,1.09,66.7,22037
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,780.34,343.69,13,0.72,56.09,17184.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,807.99,104.61,59,1.92,55.47,5230.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,26.69,464.53,41,0.62,58.67,23226.5
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,112.35,153.67,81,3.11,52.96,7683.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,891.35,792.66,71,4.18,72.11,39633
Recycled Plastic Medical Dose Dispenser,Healthcare,Recycled Plastic,725.55,989.8,72,1.03,3.65,49490
Bioplastic Structural Wall Panel,Construction,Bioplastic,628.66,149.13,100,1.74,77.09,7456.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,84.39,780.5,16,2.44,29.11,39025
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,850.63,166.08,8,4.02,95.18,8304
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,494.93,537.2,70,3.71,18.49,26860
Natural Fiber Printed Ointment Tube,Cosmetics,Natural Fiber,272.95,499.37,13,0.3,19.83,24968.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,579.05,399.19,11,0.87,69.37,19959.5
Plant-Based Barrier Cream Tube,Cosmetics,Plant-Based,518.49,742.4,88,4.55,77,37120
Bioplastic Engineered Application Unit,Automotive,Bioplastic,108.91,540.26,72,3,43.96,27013
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,256.81,333.74,100,2.82,60.36,16687
Natural Fiber Acoustic Dampening Board,Home Appliances,Natural Fiber,312.06,23.65,67,1.61,46.08,1182.5
Recycled Fiber Reinforced Roofing Sheet,Construction,Recycled Fiber,612.65,963.42,4,3.41,94.9,48171
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,326.7,735.76,60,2.73,81.24,36788
Recycled Plastic Barrier Cream Tube,Cosmetics,Recycled Plastic,418.5,44.66,64,1.49,99.9,2233
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,295.25,425.66,93,0.77,31.15,21283
Recycled Fiber IV Fluid Connector,Healthcare,Recycled Fiber,462.94,92.52,35,2.17,70.06,4626
Biopolymer Engineered Application Unit,Toys,Biopolymer,39.88,377.05,29,0.45,34.22,18852.5
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,616.14,736.98,38,0.13,0.69,36849
Composite Internal Support Chassis,Home Appliances,Composite,484.77,553.73,28,3.64,92.13,27686.5
Recycled Fiber Compostable Meal Tray,Food Packaging,Recycled Fiber,891.16,702.56,1,0.46,49.04,35128
Bio-Composite Laminated Lotion Tube,Cosmetics,Bio-Composite,660,50.78,9,0.72,79.31,2539
Agro-Waste Fiber Takeaway Clamshell Box,Food Packaging,Agro-Waste Fiber,899.05,806.26,85,0.81,49.32,40313
Agro-Waste Fiber Exterior Cladding Panel,Construction,Agro-Waste Fiber,65.3,524.49,3,0.63,29.61,26224.5
Natural Fiber Printed Ointment Tube,Cosmetics,Natural Fiber,506.69,581.91,7,1.87,18.19,29095.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,662.12,203.03,92,1.54,52.51,10151.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,606.28,674.39,65,4.03,93.07,33719.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,112.13,419.56,27,4.4,82.89,20978
Plant-Based Engineered Application Unit,Toys,Plant-Based,479.12,73.11,8,2.3,99.49,3655.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,42.81,131.94,68,3.4,67.93,6597
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,99.24,195.75,62,0.3,64.78,9787.5
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,570.97,76.07,80,2.84,50.07,3803.5
Agro-Waste Fiber Compostable Meal Tray,Food Packaging,Agro-Waste Fiber,240.49,411.3,71,3.55,64.5,20565
Biopolymer Engineered Application Unit,Textiles,Biopolymer,536.92,806.66,33,0.27,70.86,40333
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,769.96,142.48,71,0.88,10.64,7124
Recycled Plastic Disposable Serving Bowl,Food Packaging,Recycled Plastic,583.7,967.7,50,2.44,54.31,48385
Plant-Based Engineered Application Unit,Toys,Plant-Based,8.27,100.77,30,1.38,10.79,5038.5
Natural Fiber Modular Decking Board,Construction,Natural Fiber,296.46,258.21,57,1.73,57.26,12910.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,270.21,784.84,60,1.64,56.76,39242
Plant-Based Food Storage Container,Food Packaging,Plant-Based,268.68,930.37,20,1.04,21.54,46518.5
Recycled Metal Thermal Insulation Slab,Construction,Recycled Metal,236.98,578.65,21,2.32,23.2,28932.5
Agro-Waste Fiber Acoustic Dampening Board,Home Appliances,Agro-Waste Fiber,827.74,393.15,35,2.14,59.35,19657.5
Plant-Based Fresh Produce Crate,Food Packaging,Plant-Based,528.21,24.44,92,4.77,93.51,1222
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,314.76,400.19,73,1.73,32.98,20009.5
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,738,198.69,97,3.01,65.84,9934.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,224.84,738.05,21,4.13,74.22,36902.5
Bio-Composite Thermal Insulation Slab,Construction,Bio-Composite,634.32,72,61,4.92,38.75,3600
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,583.4,725.23,51,2.77,30.46,36261.5
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,610.29,713.41,7,2.78,66.99,35670.5
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,552.99,777.83,84,0.89,69.73,38891.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,786.01,313.59,64,4.63,27.21,15679.5
Agro-Waste Fiber Surgical Instrument Tray,Healthcare,Agro-Waste Fiber,516.9,557.11,75,3.62,39.4,27855.5
Biopolymer Motor Support Frame,Home Appliances,Biopolymer,609.81,789.49,14,4.81,44.86,39474.5
Agro-Waste Fiber Disposable Serving Bowl,Food Packaging,Agro-Waste Fiber,475.93,267.42,2,2.87,32.27,13371
Plant-Based Engineered Application Unit,Toys,Plant-Based,600.58,91.85,94,1,27.54,4592.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,859.04,190.61,96,2.66,31.14,9530.5
Bioplastic Sterile Injection Syringe,Healthcare,Bioplastic,404.97,427.26,94,4.45,28.03,21363
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,625.86,398.16,58,1.99,71.23,19908
Biopolymer Thermal Insulation Slab,Construction,Biopolymer,888.29,380.22,4,1.07,40.73,19011
Plant-Based Engineered Application Unit,Automotive,Plant-Based,490.21,185.89,59,0.99,37.64,9294.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,736.97,625.54,7,2.25,6.01,31277
Bioplastic Engineered Application Unit,Toys,Bioplastic,157.34,729.24,38,2.66,51.56,36462
Recycled Metal Structural Wall Panel,Construction,Recycled Metal,121.56,129.19,20,0.95,12.14,6459.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,843.21,579.4,97,0.54,87.75,28970
Natural Fiber IV Fluid Connector,Healthcare,Natural Fiber,862.88,265.49,100,1.88,50.25,13274.5
Recycled Metal Toothpaste Laminate Tube,Cosmetics,Recycled Metal,614.53,506.87,16,0.59,79.86,25343.5
Recycled Fiber Specimen Collection Container,Healthcare,Recycled Fiber,301.7,380.66,59,2.42,14.25,19033
Natural Fiber Internal Support Chassis,Home Appliances,Natural Fiber,261.07,673.83,49,1.67,75.69,33691.5
Composite Engineered Application Unit,Toys,Composite,706.28,535.73,77,4.23,10.14,26786.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,31.24,125.71,95,4.09,23.41,6285.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,645.54,190.6,8,2.73,71.57,9530
Natural Fiber Acoustic Dampening Board,Home Appliances,Natural Fiber,596.96,576.85,24,2.58,86.09,28842.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,759.29,875.91,98,1.73,54.87,43795.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,343.77,291.2,23,0.73,40.43,14560
Composite Structural Wall Panel,Construction,Composite,3.67,808.42,84,4.39,13.94,40421
Bioplastic Load-Bearing Partition Board,Construction,Bioplastic,359.68,286.74,52,1.43,31.39,14337
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,600.92,191.76,34,1.98,4.65,9588
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,633.88,730.63,55,0.87,16.59,36531.5
Biopolymer Fresh Produce Crate,Food Packaging,Biopolymer,886.92,726.78,20,2.28,0.3,36339
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,640.18,567.13,56,0.62,75.45,28356.5
Recycled Plastic Sterile Injection Syringe,Healthcare,Recycled Plastic,138.76,793.14,39,1.71,14.93,39657
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,717.39,787.27,0,1.25,97.81,39363.5
Agro-Waste Fiber Motor Support Frame,Home Appliances,Agro-Waste Fiber,785.69,112.04,20,4.66,50.65,5602
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,710.04,33.77,44,0.26,75.28,1688.5
Biopolymer Reinforced Roofing Sheet,Construction,Biopolymer,325.72,253.12,77,4.59,17.68,12656
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,363.92,160.51,79,3.29,75.01,8025.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,843.66,705.74,97,1.67,67.42,35287
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,681.69,333.88,5,2.74,10.36,16694
Biopolymer Motor Support Frame,Home Appliances,Biopolymer,508.9,196.54,46,2.56,85.65,9827
Composite Diagnostic Cartridge,Healthcare,Composite,176.59,939.75,86,1.08,85.51,46987.5
Plant-Based Rear Casing Structure,Home Appliances,Plant-Based,3.7,844.42,90,3.97,84.91,42221
Composite Engineered Application Unit,Textiles,Composite,71.16,904.54,67,3.56,37.26,45227
Recycled Plastic Compostable Meal Tray,Food Packaging,Recycled Plastic,13.3,409.93,35,4.1,81.48,20496.5
Agro-Waste Fiber Thermal Insulation Insert,Home Appliances,Agro-Waste Fiber,78.97,608.99,89,0.81,67.99,30449.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,210.66,224.6,62,0.83,68.65,11230
Composite Engineered Application Unit,Textiles,Composite,270.72,570.01,19,1.2,76.14,28500.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,474.76,298.93,72,4.58,75.56,14946.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,406.18,980.65,64,2.14,34.27,49032.5
